"","",""
"Amaranthus hybridus","slim amaranth","AZ(Apache, Coconino, Gila, Graham, Maricopa, Mohave, Pinal, Yavapai)"
"Amaranthus hypochondriacus","Prince-of-Wales feather","AZ(Apache, Navajo)"
"Amaranthus obcordatus","Trans-Pecos amaranth","AZ(Cochise, Maricopa, Pima)"
"Amaranthus palmeri","carelessweed","AZ(Apache, Cochise, Coconino, Gila, Graham, Greenlee, La Paz, Maricopa, Mohave, Pima, Pinal, Santa Cruz, Yavapai, Yuma)"
"Amaranthus powellii","Powell's amaranth","AZ(Apache, Cochise, Coconino, Gila, Graham, Navajo, Pima, Santa Cruz, Yavapai)"
"Amaranthus powellii ssp. powellii","Powell's amaranth","AZ(Apache, Cochise, Coconino, Gila, Graham, Navajo, Pima, Santa Cruz, Yavapai)"
"Amaranthus retroflexus","redroot amaranth","AZ(Apache, Coconino, Navajo, Yavapai)"
"Amaranthus torreyi","Torrey's amaranthus","AZ(Cochise, Pima, Santa Cruz)"
"Amaranthus venulosus","fringed amaranth","AZ(Maricopa)"
"Amaranthus viridis","slender amaranth","AZ(Pinal)"
"Amaranthus watsonii","Watson's amaranth","AZ(Maricopa, Yuma)"
"Amaranthus wrightii","Wright's amaranth","AZ(Coconino, Mohave, Yavapai)"
"Ambrosia","ragweed","AZ(Apache, Cochise, Coconino, Gila, Graham, Greenlee, La Paz, Maricopa, Mohave, Navajo, Pima, Pinal, Santa Cruz, Yavapai, Yuma)"
"Ambrosia acanthicarpa","flatspine bur ragweed","AZ(Apache, Cochise, Coconino, Greenlee, Maricopa, Mohave, Navajo, Yavapai)"
"Ambrosia ambrosioides","ambrosia leaf bur ragweed","AZ(Gila, Graham, Maricopa, Mohave, Pima, Pinal, Yavapai, Yuma)"
"Ambrosia artemisiifolia","annual ragweed","AZ(Apache, Coconino, Gila, Maricopa, Navajo, Yavapai)"
"Ambrosia artemisiifolia var. elatior","annual ragweed","AZ(Apache, Coconino, Gila, Maricopa, Navajo, Yavapai)"
"Ambrosia confertiflora","weakleaf bur ragweed","AZ(Cochise, Coconino, Gila, Graham, Maricopa, Mohave, Pima, Santa Cruz, Yavapai)"
